RecordID,Temperature,Humidity,PM2.5 Concentration,PM10 Concentration,Nitrogen dioxide levels,Sulfur dioxide levels,Carbon monoxide levels,Proximity_to_Industrial_Areas,Population_Density,Air Quality
3994,35.4,84.1,45.6,62.3,31.4,5.6,1.26,7,638,Moderate
3995,26.4,63.7,7.3,11.2,30.1,11.6,1.13,8.7,507,Moderate
3996,22.4,77.8,17.2,22,14.3,2.7,0.83,11.9,410,Good
3997,25.8,65.6,13.5,15.2,23,3.9,1.09,18.9,368,Good
3998,24.9,45.7,3.1,9.4,18.8,7,1.08,10.3,275,Good
3999,26.2,64.8,3.2,11.1,24.5,8.6,0.89,10.3,427,Good
4000,23.6,66.3,10.2,20.6,18,8.4,1.64,5.5,581,Moderate
4001,30.8,47.2,28,33.6,28.4,14.6,1.27,5.3,316,Moderate
4002,23.2,71.3,8.2,13.1,25.7,8.1,1.04,10.5,218,Good
4003,28.9,75,17.8,26.6,20,17.2,1.53,6.9,346,Moderate
4004,23.5,67,1.8,6.8,19.6,4,1.07,10.8,320,Good
4005,26.1,63.1,15.8,19.1,22.7,4.6,0.89,10.5,249,Good
4006,35.5,79.5,19.1,40.9,41.3,5,2,7,650,Poor
4007,27.7,70,28.1,31.1,23,7.5,0.98,10,538,Good
4008,29.5,58.6,6.1,17.5,32.6,17,1.19,5,311,Moderate
4009,30.7,77.7,36.5,46,24.2,9.1,1.5,6.5,345,Moderate
4010,23.7,50,13.4,22,21.2,16.8,2.07,8.1,588,Moderate
4011,22.4,50,15.7,21.1,16,5.7,1.06,13.4,433,Good
4012,23.5,74.6,4,7.4,25.3,6.6,1.12,11.2,239,Good
4013,30.8,85.5,18.6,44.4,31,8.1,2.25,4,770,Poor
4014,45.4,104,25,22.8,36.7,24,2.5,10.5,467,Poor
4015,31,72.1,1.5,17.4,28.5,5.9,1.7,5.1,332,Moderate
4016,31,69.1,15.4,29.6,24.8,5.7,1.62,6.2,704,Moderate
4017,40.1,88.5,1.3,13.3,35.7,18.2,2.2,6.6,453,Poor
4018,32.9,66,7.6,11.9,22.8,11.4,1.67,6.9,686,Moderate
4019,29.6,75.1,6.1,14,25.6,9.5,1.52,8.2,649,Moderate
4020,22.8,66.4,9.3,12.7,13.9,4,0.87,10.7,579,Good
4021,41.9,75.7,0.7,19.2,43.8,19.6,2.7,2.8,771,Hazardous
4022,34.4,95.4,76,95.5,20.8,13,2.78,6.2,657,Hazardous
4023,19.9,46.2,15.4,22.1,17.9,7.8,1.07,16.9,568,Good
4024,27.6,57.9,0.3,8.8,12.9,5.1,1.08,10.2,265,Good
4025,24.6,76.2,19.7,25,20.5,9.2,0.95,10.3,400,Good
4026,36.1,100.5,100.9,108.5,33.1,14.8,2.09,5,769,Poor
4027,48.6,83.7,75.8,98.3,52.7,17.1,2.02,3.6,843,Hazardous
4028,22.3,53.9,28.5,47.9,30.2,12.6,1.44,5.9,614,Moderate
4029,38.7,71.8,2.1,20.3,54.4,9.9,2.99,8.6,625,Hazardous
4030,30.8,92.2,50.1,67.5,25.3,23.5,2.41,7,573,Poor
4031,25.4,65.3,30.5,34.7,21.9,5.2,1.41,10.8,527,Moderate
4032,29.2,70.2,9.6,14.3,21.9,3.8,1.03,11.1,262,Good
4033,25.2,60,6.8,12,25.3,3.8,1.02,11.2,509,Good
4034,19,77.1,7.9,11.1,14.2,1.7,1,13.8,199,Good
4035,26,45.1,24.7,28.7,21.4,1.9,1.12,11.9,397,Good
4036,28.4,51.8,8.3,16.6,20.4,2.4,0.98,11,549,Good
4037,34.5,74.3,6.3,22,33.5,18,1.91,4.7,568,Poor
4038,24.9,61.5,11.5,14.6,25.8,4.9,1,10.9,336,Good
4039,31.7,52.1,24.3,30.1,15.3,6,0.91,13.8,418,Good
4040,22.5,65.5,0.8,8.2,13.3,4.7,1.07,10.3,526,Good
4041,24.6,49.7,25.1,26.5,16.4,7.9,1.22,11.2,236,Good
4042,23.1,63.6,9.9,15.5,18.1,3.9,0.98,15,205,Good
4043,29.6,54.1,9.8,20.3,28.7,15.3,1.39,9.8,690,Moderate
4044,27.3,53.4,6.7,13.6,24,6.7,0.99,10.6,208,Good
4045,22.5,59.8,0.7,12.6,30.5,5.2,1.37,8.8,718,Moderate
4046,27.3,62.8,2.4,5.1,14.2,2.7,1.02,10.6,538,Good
4047,25.2,75.4,7.6,14.2,30.4,2.9,1.46,6,536,Moderate
4048,32.8,99.6,2.2,8,33.6,21.5,1.92,5.5,664,Poor
4049,41.9,68.4,15.5,26.3,29.2,18.5,1.4,4.5,387,Poor
4050,34.8,88.8,12.6,30.8,25.3,8.4,1.49,8.7,431,Moderate
4051,29.8,90.6,5,34,35.8,9.8,1.78,10.6,492,Poor
4052,26.5,84.8,47.4,59.2,25.7,7.4,1.49,6.4,471,Moderate
4053,49.6,91,7.6,26.6,42.3,5.7,2.22,3,748,Hazardous
4054,26.7,70.2,51.1,56.7,32.8,5.4,1.42,6.3,592,Moderate
4055,34,73.8,7,27.4,20.7,26.9,2.03,3.4,749,Poor
4056,36.3,57.5,15,34.4,36.2,17.1,2.36,3.7,446,Poor
4057,28.9,70.9,33,38.7,13.7,4.1,0.89,11,486,Good
4058,28.3,77.3,13,21.6,33.2,9.3,1.77,7.5,542,Moderate
4059,36.4,99.6,56.6,65.3,30.6,21.2,2.9,4.4,699,Hazardous
4060,34.4,65,21.5,34.5,24.3,10.3,1.57,8.6,583,Moderate
4061,24.1,55.9,32.3,39.5,14.8,2.7,1.13,17.4,567,Good
4062,35.5,55.7,41.5,52.6,37.1,8.7,1.17,9.2,546,Moderate
4063,23.8,77.4,5.1,10.1,13,7.9,0.84,10.1,315,Good
4064,22.4,66,24.6,32.1,20.6,6.2,0.8,11.2,257,Good
4065,26.1,62.1,18.2,26.6,19.8,8,1.88,5.1,629,Moderate
4066,21.9,49.8,11.2,16.3,24.9,8.5,1.12,12.6,507,Good
4067,27.8,42,20.7,24.5,18.2,2.9,0.89,13.2,253,Good
4068,25.7,41.1,2.4,9.2,13.4,4.9,1.01,15.8,544,Good
4069,23.8,62.8,27,40.5,29.6,3.6,1.74,6.5,417,Moderate
4070,39.1,73.5,69.8,82.4,33.6,19.4,1.88,3.6,557,Poor
4071,28.3,72.7,4.7,8.4,13.2,5.8,0.94,10.5,246,Good
4072,26.2,79.1,28.3,31.9,21.7,7.6,0.93,11.1,230,Good
4073,24.2,41.9,14,18.5,24.5,6.8,1.01,10.4,361,Good
4074,29.3,80.3,99.6,112.3,22.8,12.5,1.46,6.6,486,Moderate
4075,47,95.3,3,23.4,36.3,24.4,2.4,3.4,582,Hazardous
4076,34.9,57,10.2,23.2,21,5.3,1.59,8.1,612,Moderate
4077,26.4,75.1,3.5,8.5,25.1,2.1,0.96,13.4,543,Good
4078,22.5,58.3,25.8,32.3,26.9,3.3,0.97,10.3,501,Good
4079,24,62.2,4.4,5.9,28.8,7.6,1.07,12.3,528,Good
4080,18.6,66.2,6.2,11.5,15.9,4.7,1.13,12.1,448,Good
4081,29,67.2,14.9,20,24.3,6.5,0.84,10.2,524,Good
4082,40.5,83.3,8.8,30.9,22.9,14.1,2.11,8.6,757,Poor
4083,25,68.8,0.4,5.6,14.1,5.1,0.94,10.4,595,Good
4084,25.1,48.3,46.2,56.6,17.7,6.5,1.8,7.3,353,Moderate
4085,32.6,83.8,5.5,13,30.8,12.2,1.73,7.2,363,Moderate
4086,29.2,45.3,10.3,17.7,21.6,6.8,0.92,11.1,219,Good
4087,22,58.4,17.9,21.6,12.3,6.1,1,14.1,600,Good
4088,36.1,69.1,6.8,16.2,18.7,5.9,1.15,5,630,Moderate
4089,25.2,39.1,8.8,19.7,23,6.7,1.1,15,249,Good
4090,28.7,78.9,26.8,38,36.2,6.2,1.69,5.4,484,Moderate
4091,23.7,62.5,1.1,7.4,15.1,5.7,1.09,14.8,258,Good
4092,24.4,56.1,9.8,15.5,15.5,4.9,0.98,10.3,524,Good
4093,21.1,59.4,28,37.8,33.8,11.5,1.32,5.4,496,Moderate
4094,29.8,55.1,15.4,27,28.8,20.8,1.69,6.5,602,Poor
4095,28.2,84.8,19.4,23.4,27,6.8,1.65,6.3,661,Moderate
4096,36.3,83.6,43.6,55,27.9,10,1.17,7.2,512,Moderate
4097,38.2,95.2,63.5,88.2,37.3,12.5,1.6,7.1,689,Poor
4098,26.3,50.3,2.4,8.4,16.8,2.9,0.98,11.1,603,Good
4099,25.3,45.7,12.5,27.4,28.8,9,1.37,5.4,525,Moderate
4100,23.6,67.9,13.6,31.3,32.5,12.4,1.48,6.2,309,Moderate
4101,35.3,106.9,35.7,60.3,41.7,16.1,2.54,5.6,857,Hazardous
4102,31,66.7,5.9,19.3,29.4,14,1.44,5.4,633,Moderate
4103,37.3,94.3,67.5,84,42.4,27.5,1.94,5.6,863,Hazardous
4104,28.1,62.6,19.4,29.4,16.2,12.3,1.77,7.1,676,Moderate
4105,32.9,79.1,1.5,6.7,30.9,20.2,1.77,5.5,344,Moderate
4106,34.8,66.4,10.7,17.1,20.8,4.1,1.08,12.9,353,Good
4107,23.8,79.7,12.7,27.5,30.4,9.9,1.85,3.6,568,Poor
4108,47.4,82.8,14.5,33.5,32.3,18.9,1.84,5.1,600,Poor
4109,24.6,66.9,14.4,19.2,25.2,5.9,1.01,10.3,279,Good
4110,26.7,48.8,20.7,26.9,11.6,5.3,0.97,10.6,385,Good
4111,20.1,77.9,1.4,4.9,14.9,2.1,0.88,10.5,536,Good
4112,22,50.1,4.9,10,23.8,2.4,1.05,12.8,493,Good
4113,29.4,52.1,7.2,18.1,19.6,2.5,1.62,8.6,613,Moderate
4114,30.8,66.5,105.7,117.8,39.4,36.5,2.64,6.7,573,Hazardous
4115,29.8,76,16.3,27.6,25.8,20.8,1.29,8.9,510,Moderate
4116,29.9,67.5,1.6,8.5,30,12.8,1.45,5.1,615,Moderate
4117,22.4,52.4,2.8,11.1,19.1,6.3,0.83,10.3,339,Good
4118,31.5,89.3,5.7,16.1,19.6,2.9,1.59,7.5,424,Moderate
4119,26.3,73.3,17.7,23.6,35.2,14.1,1.77,6.3,482,Moderate
4120,27.4,47.7,10.9,12.6,23.7,4.7,1.08,11.3,494,Good
4121,17.9,70.1,1.2,8.3,23.9,6.3,1.18,13.8,487,Good
4122,43.7,80.1,45.4,49.7,27.4,17.9,2.1,8.7,561,Poor
4123,29,61.4,11,17.4,36.6,10.8,1.52,10.7,326,Moderate
4124,19.5,49.8,21.5,25.5,23.9,6.5,1.07,12,503,Good
4125,27.6,67,1.5,18.1,28.8,10.5,1.38,5.8,406,Moderate
4126,28.5,81.2,4,16.4,22.1,11.3,1.52,5.7,391,Moderate
4127,41.6,86.7,0.3,13.9,31.3,17.5,1.96,3.7,773,Poor
4128,26.5,59.3,6.2,10.5,12.4,3.6,0.83,10.1,386,Good
4129,24.4,63.5,3,6.7,17.4,5,0.96,15.5,223,Good
4130,33.4,44.1,13.2,16.1,16.5,11.6,1.28,6,643,Moderate
4131,35.3,55.2,3.9,8.9,34.3,7.4,1.72,5.7,606,Moderate
4132,26.8,66.2,4.6,10.8,18,3.5,0.96,12.9,422,Good
4133,31.6,68.2,3.4,14.1,20.2,8.8,1.56,5.2,423,Moderate
4134,34.5,60.1,18.8,26.3,27.4,15.4,1.65,5.1,616,Moderate
4135,23.6,67.8,3.9,5.1,23.3,5,1.01,10.4,461,Good
4136,41.1,103.3,40.8,53.1,38.5,12.6,1.61,7.4,602,Poor
4137,27.3,45.7,3,8.6,10.5,7.1,0.96,10.8,426,Good
4138,24.5,64.6,10.4,15.2,27.3,8,1.09,11.1,601,Good
4139,20.7,68.5,3.1,5.5,9.2,9.8,0.87,10.3,333,Good
4140,17.2,65.1,7.8,11.3,24.1,3.6,0.94,11.8,566,Good
4141,36.1,81.4,44.9,50.8,33.5,15.6,1.42,5.3,660,Poor
4142,40.8,98.7,100.8,114.1,48.7,8.7,2.09,4.4,395,Poor
4143,34.7,74.8,6.6,19.6,26.4,12.7,1.6,8.5,304,Moderate
4144,20,65.8,5.6,12.5,11.6,5.5,1.1,13.4,373,Good
4145,23.6,60.4,57,61.1,14.3,6.8,1.06,14.4,345,Good
4146,31.7,106.5,14.7,21.2,33,18,1.98,4.1,661,Poor
4147,31.3,89.6,1.7,17,25.1,17.2,2.18,4.2,832,Poor
4148,26.1,63.3,11.1,13.7,23.7,4.5,0.89,14.7,450,Good
4149,33.1,77.3,20.9,31.9,42.9,11.7,2.11,4.1,672,Poor
4150,31,55.7,3.8,5.4,17.5,2.9,1.16,11.8,332,Good
4151,30.8,81,11.7,27,21.7,6,1.73,9.4,443,Moderate
4152,31.4,58.6,4.2,10.7,22.2,20.4,1.81,6.6,632,Poor
4153,34.7,75.4,4.1,14.9,30.3,9.3,1.12,5.6,563,Moderate
4154,25.3,73.3,21.1,21,15.4,8.5,1.14,10.4,498,Good
4155,28.6,54.9,8.3,14.9,24.1,5,0.96,10.7,521,Good
4156,26.9,73.1,4.4,9.2,21.4,5.7,0.88,11.9,523,Good
4157,33.7,81.3,3.8,16.9,26,8.5,1.31,8.7,676,Moderate
4158,22.9,57.9,2.7,8.4,22.8,2.9,1.03,12.8,521,Good
4159,33.5,76.3,1,25.2,17.4,19,2.47,3.4,666,Poor
4160,32.7,71.4,82.8,91.2,34.2,24.8,2.28,5.1,599,Poor
4161,35.3,86.1,14.4,37.9,27.8,17.2,1.91,5.5,568,Poor
4162,37.3,91.6,28.9,30.2,34.7,8.9,2.11,3.9,754,Poor
4163,22.3,45.3,7,8.3,27.1,8.2,0.87,11.1,316,Good
4164,27.7,72.5,22.7,39.6,23.6,8.4,1.43,5.1,529,Moderate
4165,49.4,100.9,173.9,186.8,34,19.1,3.21,2.6,820,Hazardous
4166,37.9,83.9,0.6,4.9,32.1,12.8,1.78,5.6,292,Moderate
4167,25.5,78,95.3,105.1,26,9.9,1.46,7.2,554,Moderate
4168,27.1,70.1,29.2,32.2,16.8,7.1,1.08,10.4,289,Good
4169,21.9,59.7,9.7,12,17.5,4,1.07,13.8,524,Good
4170,23.7,39.2,6.9,13.2,21.8,3.8,0.94,11.8,576,Good
4171,39,73.4,34.2,49.8,38.3,19.1,2.36,3.8,765,Hazardous
4172,27,82.3,67.5,72.3,29.4,20.6,1.53,5.5,673,Moderate
4173,26,88.4,14.3,31.1,35.1,16.7,2.26,3.9,745,Poor
4174,20.8,61.9,3,9.6,14.8,8.5,1.06,11.3,491,Good
4175,28.5,58.9,1.7,9,10.1,0,1,11,536,Good
4176,22.7,67.6,3.7,12.5,20.9,1.1,1.08,11.7,403,Good
4177,23.3,77.5,10.3,17.6,20,6.1,1.21,10.7,530,Good
4178,24.6,62.1,29.9,32.6,15.3,4.3,0.82,10.3,248,Good
4179,26.5,60.1,12.1,18.9,9.9,4.4,0.92,10.2,205,Good
4180,34.9,85,0.9,7.9,24.2,17.6,1.38,5.4,438,Moderate
4181,31.6,74.8,28.5,45.8,25.4,16.3,2.29,4.7,782,Poor
4182,32.1,53.9,7.5,16.9,29.2,18.1,1.59,5.3,328,Moderate
4183,30.1,54.1,18.3,29.2,25.5,4.3,1.62,6.1,532,Moderate
4184,21,67.4,1.7,7,19.1,6.6,1.07,13.4,603,Good
4185,32.5,71.2,9.2,39.4,38.5,21.3,1.55,4.6,500,Poor
4186,26.7,54.1,27.6,31.9,20.8,11.6,0.97,11.1,213,Good
4187,35.8,84.5,0.2,11.8,32.1,6.8,1.38,5.9,352,Moderate
4188,25.5,49.5,16.6,20.5,24.3,2.8,0.94,10.4,227,Good
4189,36.6,71,5,28.2,26.2,26.7,1.93,4.7,523,Poor
4190,22.6,75.1,0.1,5.2,11.7,7.7,0.94,11.4,264,Good
4191,26.7,54.8,5.8,11.3,15.8,4.5,1.25,11.8,565,Good
4192,26.3,83.1,29.7,48,33,8.2,1.56,6,579,Moderate
4193,23.8,61.3,3.1,4.7,25.4,7.9,1.06,12.5,238,Good
4194,26.1,76.9,9.1,16.2,27.8,5.2,1.24,10.3,349,Good
4195,22.2,59.8,6.1,10.2,27,8.2,0.9,13.3,408,Good
4196,27.1,64.2,1.6,5.6,15.3,4.7,0.8,11.5,581,Good
4197,28.3,54.8,2.5,15.5,29.3,11.7,1.51,6.1,376,Moderate
4198,27.4,74.7,25.9,31.1,29.5,17.3,2.28,5.8,501,Poor
4199,29.3,90.5,23.9,52.4,36.4,26.3,2.02,8.9,498,Poor
4200,22.8,59.5,14.2,18.9,24,5,0.79,15.9,528,Good
4201,36.2,97,72.7,95.2,33.5,10.9,2.25,4.9,432,Poor
4202,23.4,71.4,15.8,18.2,18,2.5,1.15,12.5,496,Good
4203,35.5,111.3,38,50.8,38.4,11.3,2.09,3.2,497,Hazardous
4204,40.5,75.6,0.8,10.8,20.8,11.4,1.69,5.6,645,Moderate
4205,32.4,97.5,25.4,42.8,33.4,10.6,2.02,4.6,792,Poor
4206,38.9,86,18.1,29,39.7,15.2,2.09,4.1,477,Poor
4207,28.6,78.6,56.8,66.2,24.5,12.1,1.12,5.6,340,Moderate
4208,38.8,83.1,25.9,30.6,32.1,17.5,2.58,4.9,638,Poor
4209,29.9,94.3,1.6,13.8,31.5,13.9,2.39,3.4,522,Poor
4210,29.4,75.1,11.9,20.3,26.6,9.1,1.04,20,443,Good
4211,33.7,54.1,5.2,15.5,34.5,6.8,1.5,5.4,367,Moderate
4212,18.2,42.5,0.1,7.1,26.1,3.8,0.97,11.6,312,Good
4213,27.3,68.4,0.7,7.8,25.4,5.1,1.03,10.7,506,Good
4214,26.3,55.2,1.3,6.4,11.2,5.8,1.08,12.2,605,Good
4215,38.6,97.4,63.3,78.4,29.4,18.3,1.6,5.1,554,Poor
4216,33.3,39.9,14.7,20.8,19.7,8.4,1.06,11.2,339,Good
4217,18.8,76.1,14.9,21.5,14.5,3.8,0.86,11.1,342,Good
4218,32.9,69.3,13.3,18.8,32.4,8.6,1.6,5.2,463,Moderate
4219,27.6,44.8,1.8,5.7,18.1,3.1,0.98,10,513,Good
4220,25.3,73,6,12.1,23,8.9,0.97,11.2,571,Good
4221,30,62.2,53.7,66.4,25.5,8.1,1.26,6.2,670,Moderate
4222,40.4,92.4,92,112.9,42.2,26.4,2.32,3.7,633,Hazardous
4223,23.5,64.4,30.3,37.8,26.5,3.9,0.98,10.4,454,Good
4224,33.8,86.8,12.5,20.9,26.7,6.6,1.66,5.2,685,Moderate
4225,38.8,92.5,8.3,29,32.8,8.3,2.19,3.9,698,Hazardous
4226,35.5,73.2,83.2,96.3,32.8,15.4,2.56,9.1,879,Hazardous
4227,27.5,72.4,18.8,32.6,40.4,19.1,1.95,9.7,392,Poor
4228,23.1,80.1,10.4,14.9,23.3,6,1,10.6,332,Good
4229,25,50.9,4.9,11.4,23.4,2.8,1.1,13.7,196,Good
4230,39.5,70.2,5.4,24.3,38,0.1,1.85,4.3,616,Poor
4231,17.8,77.9,8.3,15.5,18.5,6.1,0.94,15.5,546,Good
4232,19,75.8,2.6,9.5,18.5,1.1,0.97,12.7,534,Good
4233,26.4,58.3,2.9,7.5,21.3,3.9,0.89,10.8,244,Good
4234,27.6,49,1.3,9.8,25.1,6.3,1,11.1,208,Good
4235,26.6,60.6,2.5,6.5,26.9,8.2,1.07,10.6,318,Good
4236,24.1,89.4,4.1,16.3,24.5,15.1,1.37,8.5,298,Moderate
4237,30.8,81.7,23.3,36.4,26.5,21.6,1.49,5.8,546,Moderate
4238,37.5,38.8,42.3,57.3,24.6,17.1,1.58,8.8,377,Moderate
4239,20,74.9,8.2,15.3,21.1,6.2,1.04,11.7,242,Good
4240,35.6,70.9,18.5,44,43.3,12.5,1.71,5,484,Poor
4241,36.9,65.3,55.3,60.3,42.4,14.9,1.77,3.9,613,Poor
4242,25.5,88.7,10.6,20,25.4,10.5,1.5,5.8,364,Moderate
4243,42.8,73,1.1,23.7,31.2,25.6,2.46,3.5,495,Hazardous
4244,37.8,65.8,4.5,19.8,17.2,9.4,1.43,6.2,495,Moderate
4245,30.7,62.7,6.5,10,11.7,4.6,0.92,10.6,265,Good
4246,20.6,67.3,7.4,14.1,12.7,2.3,1.09,10.3,484,Good
4247,32.5,81.1,80.1,100.2,28.8,0.5,1.92,10.1,612,Poor
4248,30.9,57.2,2,12.9,29.2,15.2,1.37,6.2,632,Moderate
4249,32.4,76.9,6.5,12.3,25.3,10.5,1.66,5.1,397,Moderate
4250,34.6,73,21.1,47.9,38.7,21.2,2.64,5.6,704,Hazardous
4251,33.2,73.4,5.5,11.1,16.2,2.1,1.01,10.4,405,Good
4252,25.9,71,22.1,21.8,14.4,2.3,0.93,12.5,314,Good
4253,30.3,82.2,64,77,25.2,9.1,1.16,6.1,338,Moderate
4254,25,77.6,0.7,7.6,17.4,8,1.74,5.2,317,Moderate
4255,25.1,74.2,8.1,10.7,20.2,5.8,1.01,13.6,341,Good
4256,44.1,95.4,52.5,85.7,27.2,8.2,2.2,4.1,547,Hazardous
4257,35.6,65.8,21.8,36.3,30.3,9.2,1.6,5.1,691,Moderate
4258,30.1,93.4,7.8,14.4,21.5,11.8,1.5,5.1,585,Moderate
4259,23.7,61.1,16.1,21.7,23.7,7.6,1.08,11.2,567,Good
4260,27.8,67.4,7.3,11.4,13.1,2.3,1.17,13,528,Good
4261,18.9,45.9,2.1,6.2,19.5,1.9,0.92,11.1,495,Good
4262,30.8,53.9,6.9,21.5,26,5.8,1.44,5.4,447,Moderate
4263,35.2,80.7,67.4,103.4,49.6,9.6,2.47,3.5,681,Hazardous
4264,21.6,54.7,5.6,12.6,10.3,2.2,0.99,12,266,Good
4265,24.7,78.9,55.7,66.2,28.5,6.3,1.33,7.2,454,Moderate
4266,26.2,75.1,11.1,16.5,30.9,8.7,1.44,5.8,576,Moderate
4267,21.6,63.3,0.3,5.6,20.2,5.1,1.09,10.5,589,Good
4268,34,50.8,1.3,14.1,20.6,13.4,1.4,5,485,Moderate
4269,23,52.4,2.8,7.1,26.6,3.2,1.08,10.2,324,Good
4270,20.9,59.2,3,9.5,20.5,4.1,0.96,10.7,590,Good
4271,26.9,45.3,13.9,18.6,21.4,6.7,0.76,16.1,369,Good
4272,17.8,59.7,2.2,9.9,16.4,5.1,0.87,10.1,583,Good
4273,44.3,122.3,55.2,65.9,49.3,26.4,2.31,2.9,878,Hazardous
4274,36.7,84.1,44.9,61.9,31.1,13.4,2.24,7.3,440,Poor
4275,23.7,60.1,12.3,21.5,16.9,4,0.99,14,253,Good
4276,28.9,72,48.2,58.4,29.3,9.2,1.56,9.5,422,Moderate
4277,33.9,53.4,18.5,24.7,26,9.8,1.96,6.3,605,Moderate
4278,33.7,83.7,12.7,18.9,36,15,2.56,4.6,679,Poor
4279,29.4,91.6,30.7,43.7,31.1,5.4,1.67,7.6,565,Moderate
4280,37.1,97.7,11.7,27.3,31.4,17.8,1.87,9.6,675,Poor
4281,24.6,60.5,7.7,17.2,27,15.1,1.62,11,599,Moderate
4282,36.3,106.3,62.3,75.6,27.1,19.5,2.08,5,682,Poor
4283,29.8,44.6,4,11,19.5,3.3,1.02,13.1,461,Good
4284,26.8,50.2,18.3,25.5,28.9,0.9,0.96,13.7,303,Good
4285,36.1,77.3,40.8,50.4,23.1,13.1,2.04,5.2,615,Poor
4286,29.4,52.2,13.3,18.6,21.1,3.5,1.02,10.3,413,Good
4287,32.9,47.7,4.4,14.7,32.1,12.8,1.49,6.1,469,Moderate
4288,26.6,68.5,0.1,15.2,20.2,14.2,1.52,5.8,410,Moderate
4289,34.7,86.9,8.1,41.3,34.5,35.7,3.35,2.7,673,Hazardous
4290,21.7,49.2,2.2,4.6,24.4,5.6,1.02,12.6,559,Good
4291,31.1,62.8,0.9,8.4,17.1,6.3,1.16,15.8,321,Good
4292,28.8,83,3.7,15.8,15,8.6,1.82,6.4,471,Moderate
4293,28.7,73.5,14.5,28.5,23.1,9,1.65,6.3,530,Moderate
4294,28.9,82.1,25.1,47.5,34.4,22.3,1.8,5.2,675,Poor
4295,27.5,75,1.5,6.6,17.3,3.9,1.26,18.8,449,Good
4296,25.2,60.1,1.1,2.4,14.7,6.1,1.04,12.2,384,Good
4297,30.6,94.9,10.5,34.9,26.5,12.1,2.44,6,444,Poor
4298,38.6,50.6,13.6,18.5,24.5,8.5,1.66,7.6,489,Moderate
4299,36.2,80.7,35.7,55.6,39.2,13.2,2.13,8.7,829,Poor
4300,28.4,67.9,7.5,13,14.2,5.7,1,12.7,247,Good
4301,36.5,81,9.8,22.2,31.5,6.8,1.63,6.5,322,Moderate
4302,28.3,76.4,23.2,25.7,21.5,10.9,2.08,6.4,501,Moderate
4303,22.7,56.4,1.9,6.7,12.6,3.6,1.05,11,472,Good
4304,44.6,79.9,9.8,25.3,28.7,29.2,1.74,4.1,756,Poor
4305,43.9,89.5,4.5,31,36.7,17.2,1.89,3.3,639,Hazardous
4306,28.2,54,0.3,12.7,28.4,0.8,1.49,8.8,522,Moderate
4307,22.3,70.1,2.6,10.4,26.8,2.9,1.2,10.1,388,Good
4308,24.3,59.4,2.9,9.1,12.2,1.8,1.07,10.1,411,Good
4309,26.8,55.7,0.3,6.2,17.3,5.6,0.94,11.4,425,Good
4310,27.4,62.4,2.8,9.2,23,3.2,1.14,10.2,243,Good
4311,21.9,68.5,20,22.2,11.8,5.3,1.02,11.7,582,Good
4312,22.5,73.5,11.8,16.2,18.7,3.8,1.12,15.4,444,Good
4313,30.8,76.8,3.7,15.9,30.8,12,1.78,7.8,501,Moderate
4314,40.2,107.4,25,52.1,46.6,15.2,2.29,3.6,627,Hazardous
4315,29.5,69.1,30.2,35.4,43.3,15.5,1.62,7,711,Poor
4316,22.3,53.5,2.1,7.7,16.1,3.8,1.1,10,263,Good
4317,29.8,56.5,15.6,32.5,20.4,15.5,1.69,6.9,537,Moderate
4318,28.1,81.5,0.4,11.7,27.2,10,1.7,5.1,530,Moderate
4319,26.2,77.4,38.2,52.3,25.1,14.9,1.63,5.4,435,Poor
4320,22.8,81.2,13,18.9,18.5,6.8,1.04,15,215,Good
4321,29,85.7,28.2,39.8,25.4,4.5,1.62,5.1,699,Moderate
4322,22.9,72.1,12.5,18.3,32.9,7.7,1.74,5.7,706,Moderate
4323,24.5,74,11.4,13.8,19.8,4.5,0.93,13,381,Good
4324,24.7,70.3,3.6,11.7,17.6,5.1,0.91,12.5,494,Good
4325,40,85.6,36.2,74.5,45.7,20.9,2.92,4.9,512,Hazardous
4326,24.2,80.6,21.4,29.9,24.5,9.9,1.82,5.9,334,Moderate
4327,20,51.3,2.1,2.5,14.2,7.1,0.84,10.1,227,Good
4328,25.5,77.8,2.1,6.1,16.9,5.4,0.8,10.3,534,Good
4329,32.3,66.5,29.1,41.9,34.6,9.2,1.83,5.8,426,Poor
4330,22,58.7,1.2,14.2,23.8,3.5,1.05,12.5,390,Good
4331,35.6,95.8,41.4,62.5,27.7,14.8,2.2,5.8,423,Poor
4332,42,91.8,28,37.4,44.9,16.3,1.85,3.4,682,Poor
4333,43.2,84.2,29.3,31,46.2,31.1,2.72,3.5,934,Hazardous
4334,28.6,52.4,15.4,18,19.9,5.8,0.95,12.6,506,Good
4335,27.3,76.4,11.8,20.4,12.9,6.9,1.04,12.7,468,Good
4336,30.8,72.7,27.2,36.7,32.2,15,1.56,9.7,376,Moderate
4337,22.1,53.1,6.9,9.8,15.6,5.4,0.86,11.4,385,Good
4338,32.1,66.6,50.3,60.5,35.2,11.2,1.67,7.5,468,Moderate
4339,37.9,99.5,3.1,18.7,29.2,14,2.3,8.2,448,Poor
4340,30.4,57.2,46.1,56.4,20.2,11.7,1.8,8.8,516,Moderate
4341,40.6,80.7,1.1,14.6,41.7,21.3,1.92,4.5,469,Poor
4342,22.4,50.1,4.6,12.1,21.2,4.6,0.94,10.3,533,Good
4343,26.7,74.2,38.5,62.5,40.2,12.4,2.01,4.2,802,Poor
